Attitude-X, Attitude-Y, Attitude-Z
-0.04199219, -0.9804688, -0.168457
-0.04199219, -0.9804688, -0.168457
-0.04199219, -0.9804688, -0.168457
-0.04199219, -0.9804688, -0.168457
-0.04199219, -0.9804688, -0.168457
-0.1137695, -0.9853516, -0.07226563
-0.1137695, -0.9853516, -0.07226563
-0.1137695, -0.9853516, -0.07226563
0.03515625, -0.9931641, -0.3291016
0.03515625, -0.9931641, -0.3291016
-0.03173828, -0.9731445, -0.1157226
-0.03173828, -0.9731445, -0.1157226
-0.03173828, -0.9731445, -0.1157226
-0.03173828, -0.9731445, -0.1157226
-0.03173828, -0.9731445, -0.1157226
-0.03173828, -0.9731445, -0.1157226
-0.03173828, -0.9731445, -0.1157226
-0.03173828, -0.9731445, -0.1157226
-0.03173828, -0.9731445, -0.1157226
-0.03173828, -0.9731445, -0.1157226
0.01464844, -0.9863281, -0.234375
0.01464844, -0.9863281, -0.234375
0.01464844, -0.9863281, -0.234375
-0.01025391, -0.984375, -0.1171875
-0.01025391, -0.984375, -0.1171875
-0.01025391, -0.984375, -0.1171875
-0.01025391, -0.984375, -0.1171875
-0.03515625, -0.972168, -0.1547852
-0.03515625, -0.972168, -0.1547852
-0.03515625, -0.972168, -0.1547852
-0.03515625, -0.972168, -0.1547852
-0.03515625, -0.972168, -0.1547852
-0.03515625, -0.972168, -0.1547852
-0.03515625, -0.972168, -0.1547852
0.02099609, -0.987793, -0.1303711
0.02099609, -0.987793, -0.1303711
0.02099609, -0.987793, -0.1303711
0.02099609, -0.987793, -0.1303711
0.01855469, -0.9746094, -0.1225586
0.01855469, -0.9746094, -0.1225586
0.01855469, -0.9746094, -0.1225586
0.01855469, -0.9746094, -0.1225586
0.01855469, -0.9746094, -0.1225586
0.01855469, -0.9746094, -0.1225586
0.01953125, -0.9765625, -0.07177734
0.01953125, -0.9765625, -0.07177734
-0.04003906, -0.9550782, -0.02246094
-0.04003906, -0.9550782, -0.02246094
-0.04003906, -0.9550782, -0.02246094
-0.04003906, -0.9550782, -0.02246094
0.01074219, -0.9414062, 0.04833984
0.01074219, -0.9414062, 0.04833984
0.01074219, -0.9414062, 0.04833984
0.01074219, -0.9414062, 0.04833984
0.01074219, -0.9414062, 0.04833984
0.07568359, -0.921875, 0.02880859
0.07568359, -0.921875, 0.02880859
0.07568359, -0.921875, 0.02880859
0.07568359, -0.921875, 0.02880859
-0.005371094, -0.840332, -0.1635742
-0.005371094, -0.840332, -0.1635742
-0.005371094, -0.840332, -0.1635742
-0.02148438, -0.8125, -0.1464844
-0.02148438, -0.8125, -0.1464844
-0.02148438, -0.8125, -0.1464844
-0.02148438, -0.8125, -0.1464844
-0.02148438, -0.8125, -0.1464844
0.008300781, -0.6308594, -0.3974609
0.008300781, -0.6308594, -0.3974609
0.008300781, -0.6308594, -0.3974609
0.008300781, -0.6308594, -0.3974609
0.03662109, -0.5961914, -0.2392578
0.03662109, -0.5961914, -0.2392578
0.03662109, -0.5961914, -0.2392578
0.03662109, -0.5961914, -0.2392578
0.03662109, -0.3725586, -0.1401367
0.03662109, -0.3725586, -0.1401367
0.03662109, -0.3725586, -0.1401367
0.01367188, -0.1000977, 0.3779297
0.01367188, -0.1000977, 0.3779297
0.01367188, -0.1000977, 0.3779297
0.01367188, -0.1000977, 0.3779297
0.01367188, -0.1000977, 0.3779297
0.01367188, -0.1000977, 0.3779297
-0.05859375, 0.1669922, 0.6982422
-0.05859375, 0.1669922, 0.6982422
-0.05859375, 0.1669922, 0.6982422
0.105957, 0.7358398, 0.3764648
0.105957, 0.7358398, 0.3764648
0.105957, 0.7358398, 0.3764648
0.105957, 0.7358398, 0.3764648
-0.05859375, 0.08544922, -0.01025391
-0.05859375, 0.08544922, -0.01025391
-0.05859375, 0.08544922, -0.01025391
-0.05859375, 0.08544922, -0.01025391
-0.01660156, 0.08154297, 0.2241211
-0.01660156, 0.08154297, 0.2241211
-0.01660156, 0.08154297, 0.2241211
-0.01660156, 0.08154297, 0.2241211
-0.01660156, 0.08154297, 0.2241211
0.09228516, 0.109375, -0.1132813
0.09228516, 0.109375, -0.1132813
0.09228516, 0.109375, -0.1132813
-0.1772461, 0.2441406, -2.581055
-0.1772461, 0.2441406, -2.581055
-0.1772461, 0.2441406, -2.581055
-0.1772461, 0.2441406, -2.581055
0.1240234, 0.1835938, -1.479004
0.1240234, 0.1835938, -1.479004
0.1240234, 0.1835938, -1.479004
0.1240234, 0.1835938, -1.479004
0.1240234, 0.1835938, -1.479004
0.1240234, 0.1835938, -1.479004
0.0004882813, 0.03759766, -1.20459
0.0004882813, 0.03759766, -1.20459
0.08251953, -0.09716797, -0.668457
0.08251953, -0.09716797, -0.668457
0.08251953, -0.09716797, -0.668457
-0.006835938, -0.008300781, -0.8720703
-0.006835938, -0.008300781, -0.8720703
-0.006835938, -0.008300781, -0.8720703
-0.006835938, -0.008300781, -0.8720703
-0.006835938, -0.008300781, -0.8720703
0.01611328, 0.0390625, -1.198242
