Attitude-X, Attitude-Y, Attitude-Z
0.008789063, -0.9897461, 0.002441406
0.008789063, -0.9897461, 0.002441406
0.008789063, -0.9897461, 0.002441406
0.008789063, -0.9897461, 0.002441406
0.04492188, -1.003906, -0.03857422
0.04492188, -1.003906, -0.03857422
0.04492188, -1.003906, -0.03857422
0.04492188, -1.003906, -0.03857422
0.03271484, -0.9985352, -0.06494141
0.03271484, -0.9985352, -0.06494141
0.03271484, -0.9985352, -0.06494141
0.006347656, -0.9990234, -0.01953125
0.006347656, -0.9990234, -0.01953125
0.006347656, -0.9990234, -0.01953125
0.006347656, -0.9990234, -0.01953125
-0.01269531, -0.9946289, -0.03759766
-0.01269531, -0.9946289, -0.03759766
-0.01269531, -0.9946289, -0.03759766
-0.01269531, -0.9946289, -0.03759766
-0.01269531, -0.9946289, -0.03759766
-0.01269531, -0.9946289, -0.03759766
0.001953125, -0.9980469, -0.04492188
0.001953125, -0.9980469, -0.04492188
-0.01464844, -0.9995117, -0.0258789
-0.01464844, -0.9995117, -0.0258789
-0.01464844, -0.9995117, -0.0258789
-0.0078125, -0.9956055, -0.05664063
-0.0078125, -0.9956055, -0.05664063
-0.0078125, -0.9956055, -0.05664063
-0.04589844, -0.9946289, -0.05371094
0.01855469, -0.9985352, -0.08935547
0.01855469, -0.9985352, -0.08935547
0.01855469, -0.9985352, -0.08935547
0.01855469, -0.9985352, -0.08935547
-0.03076172, -0.9951172, -0.04589844
-0.03076172, -0.9951172, -0.04589844
-0.03076172, -0.9951172, -0.04589844
-0.03076172, -0.9951172, -0.04589844
-0.04003906, -0.9941406, -0.05029297
-0.04003906, -0.9941406, -0.05029297
-0.02978516, -0.9946289, -0.04443359
-0.02978516, -0.9946289, -0.04443359
-0.02978516, -0.9946289, -0.04443359
-0.02978516, -0.9946289, -0.04443359
-0.046875, -0.9946289, -0.02490234
-0.046875, -0.9946289, -0.02490234
-0.046875, -0.9946289, -0.02490234
-0.03125, -0.9956055, -0.04980469
-0.03125, -0.9956055, -0.04980469
-0.03125, -0.9956055, -0.04980469
-0.03759766, -0.9951172, -0.01806641
-0.03759766, -0.9951172, -0.01806641
-0.03759766, -0.9951172, -0.01806641
-0.03759766, -0.9951172, -0.01806641
-0.01611328, -0.9970703, -0.01757813
-0.01611328, -0.9970703, -0.01757813
-0.01611328, -0.9970703, -0.01757813
-0.01611328, -0.9970703, -0.01757813
0.02734375, -1.000977, -0.046875
0.02734375, -1.000977, -0.046875
0.02734375, -1.000977, -0.046875
0.01367188, -0.9941406, -0.07568359
0.01367188, -0.9941406, -0.07568359
0.01367188, -0.9941406, -0.07568359
-0.09423828, -0.9912109, 0.004882813
-0.09423828, -0.9912109, 0.004882813
-0.09423828, -0.9912109, 0.004882813
-0.09423828, -0.9912109, 0.004882813
-0.09423828, -0.9912109, 0.004882813
-0.04638672, -0.9970703, -0.1313477
-0.04638672, -0.9970703, -0.1313477
-0.04638672, -0.9970703, -0.1313477
-0.04638672, -0.9970703, -0.1313477
-0.04638672, -0.9970703, -0.1313477
-0.08300781, -0.9892578, -0.06445313
-0.08300781, -0.9892578, -0.06445313
-0.08300781, -0.9892578, -0.06445313
-0.1201172, -0.9892578, -0.08935547
-0.1201172, -0.9892578, -0.08935547
0.02832031, -0.9936523, -0.001953125
0.02832031, -0.9936523, -0.001953125
0.02832031, -0.9936523, -0.001953125
0.02832031, -0.9936523, -0.001953125
0.02832031, -0.9936523, -0.001953125
0.02001953, -0.987793, -0.0004882813
0.02001953, -0.987793, -0.0004882813
-0.1206055, -0.9838867, 0.05322266
-0.1206055, -0.9838867, 0.05322266
-0.1206055, -0.9838867, 0.05322266
-0.01220703, -0.972168, 0.06787109
-0.01220703, -0.972168, 0.06787109
-0.01220703, -0.972168, 0.06787109
-0.01220703, -0.972168, 0.06787109
-0.01220703, -0.972168, 0.06787109
0.02636719, -0.9350585, 0.08984375
0.02636719, -0.9350585, 0.08984375
-0.01416016, -0.8632813, 0.1860352
-0.01416016, -0.8632813, 0.1860352
-0.01416016, -0.8632813, 0.1860352
0.0009765625, -0.7231445, 0.1787109
0.0009765625, -0.7231445, 0.1787109
0.0009765625, -0.7231445, 0.1787109
0.0009765625, -0.7231445, 0.1787109
0.005859375, -0.5922852, 0.1582031
-0.01611328, -0.2753906, 0.222168
-0.01611328, -0.2753906, 0.222168
-0.01611328, -0.2753906, 0.222168
-0.01611328, -0.2753906, 0.222168
0.004394531, 0.007324218, 0.2045898
0.004394531, 0.007324218, 0.2045898
0.004394531, 0.007324218, 0.2045898
0.004394531, 0.007324218, 0.2045898
-0.01269531, 0.34375, 0.2475586
-0.01269531, 0.34375, 0.2475586
0.5126953, 1.850098, -3.996094
0.5126953, 1.850098, -3.996094
0.5126953, 1.850098, -3.996094
0.5126953, 1.850098, -3.996094
-0.1650391, 0.1381836, 0.347168
-0.1650391, 0.1381836, 0.347168
-0.1650391, 0.1381836, 0.347168
-0.1650391, 0.1381836, 0.347168
-0.1147461, 0.1206055, 0.3666992
-0.1147461, 0.1206055, 0.3666992
0.1000977, -0.02441406, -0.3896484
0.1000977, -0.02441406, -0.3896484
0.1000977, -0.02441406, -0.3896484
0.1000977, -0.02441406, -0.3896484
-0.08740234, 0.1323242, -0.6020508
-0.08740234, 0.1323242, -0.6020508
-0.08740234, 0.1323242, -0.6020508
-0.02685547, -0.125, -0.046875
-0.02685547, -0.125, -0.046875
-0.09326172, 0.1049805, -1.494141
-0.09326172, 0.1049805, -1.494141
-0.09326172, 0.1049805, -1.494141
-0.09326172, 0.1049805, -1.494141
-0.09326172, 0.1049805, -1.494141
0.07763672, -0.09765625, -0.7895508
0.07763672, -0.09765625, -0.7895508
0.02392578, -0.03710938, -1.063477
0.02392578, -0.03710938, -1.063477
0.01171875, -0.04101563, -0.9257812
0.01171875, -0.04101563, -0.9257812
0.01171875, -0.04101563, -0.9257812
0.01171875, -0.04101563, -0.9257812
0.01171875, -0.04101563, -0.9257812
0.009765625, -0.03417969, -1.007813
0.009765625, -0.03417969, -1.007813
0.02050781, -0.04296875, -0.9916992
0.02050781, -0.04296875, -0.9916992
0.02050781, -0.04296875, -0.9916992
0.02050781, -0.04296875, -0.9916992
0.02636719, -0.0390625, -1.013672
0.02636719, -0.0390625, -1.013672
0.02636719, -0.0390625, -1.013672
0.02636719, -0.0390625, -1.013672
0.02636719, -0.0390625, -1.013672
0.02636719, -0.0390625, -1.013672
0.02636719, -0.03955078, -1.009277
0.02636719, -0.03955078, -1.009277
0.02636719, -0.03955078, -1.009277
0.02636719, -0.03955078, -1.009277
0.02636719, -0.03955078, -1.009277
0.02636719, -0.03955078, -1.009277
0.02636719, -0.03955078, -1.009277
0.01318359, -0.04199219, -0.9970703
0.01318359, -0.04199219, -0.9970703
0.01318359, -0.04199219, -0.9970703
0.02392578, -0.0390625, -0.9926758
0.02392578, -0.0390625, -0.9926758
0.02392578, -0.0390625, -0.9926758
0.02392578, -0.0390625, -0.9926758
0.02392578, -0.0390625, -0.9926758
0.01904297, -0.04248047, -0.9975586
0.01904297, -0.04248047, -0.9975586
0.01904297, -0.04248047, -0.9975586
0.01904297, -0.04248047, -0.9975586
0.01904297, -0.04248047, -0.9975586
0.015625, -0.03710938, -1.007324
0.015625, -0.03710938, -1.007324
0.015625, -0.03710938, -1.007324
0.015625, -0.03710938, -1.007324
0.015625, -0.03710938, -1.007324
0.01904297, -0.04345703, -0.9873047
0.01904297, -0.04345703, -0.9873047
0.01904297, -0.04345703, -0.9873047
0.01513672, -0.04296875, -0.9936523
0.01513672, -0.04296875, -0.9936523
0.01513672, -0.04296875, -0.9936523
0.015625, -0.04052734, -0.9873047
0.015625, -0.04052734, -0.9873047
0.015625, -0.04052734, -0.9873047
0.015625, -0.04052734, -0.9873047
0.015625, -0.04052734, -0.9873047
0.01416016, -0.04394531, -1.005371
0.01416016, -0.04394531, -1.005371
0.01416016, -0.04394531, -1.005371
0.01416016, -0.04394531, -1.005371
-0.004882813, -0.04443359, -1.010254
-0.004882813, -0.04443359, -1.010254
-0.004882813, -0.04443359, -1.010254
0.02050781, -0.04199219, -1.000488
0.02050781, -0.04199219, -1.000488
0.02050781, -0.04199219, -1.000488
0.02050781, -0.04199219, -1.000488
0.01904297, -0.03759766, -1.001953
0.01904297, -0.03759766, -1.001953
0.01904297, -0.03759766, -1.001953
0.01904297, -0.03759766, -1.001953
0.01904297, -0.03759766, -1.001953
0.01855469, -0.04003906, -0.9985352
0.01855469, -0.04003906, -0.9985352
0.01855469, -0.04003906, -0.9985352
0.02050781, -0.03759766, -0.9916992
0.02050781, -0.03759766, -0.9916992
0.02050781, -0.03759766, -0.9916992
0.01269531, -0.03759766, -1.001953
0.01269531, -0.03759766, -1.001953
0.01269531, -0.03759766, -1.001953
0.03808594, -0.04003906, -0.9814453
0.03808594, -0.04003906, -0.9814453
0.03808594, -0.04003906, -0.9814453
0.03515625, -0.04345703, -0.9970703
0.03515625, -0.04345703, -0.9970703
0.03515625, -0.04345703, -0.9970703
0.03515625, -0.04345703, -0.9970703
0.07958984, -0.05029297, -0.9863281
0.07958984, -0.05029297, -0.9863281
0.07958984, -0.05029297, -0.9863281
0.07958984, -0.05029297, -0.9863281
0.07958984, -0.05029297, -0.9863281
0.168457, -0.04345703, -0.9931641
0.168457, -0.04345703, -0.9931641
0.168457, -0.04345703, -0.9931641
-0.06835938, -0.05175781, -1.016602
-0.06835938, -0.05175781, -1.016602
-0.06835938, -0.05175781, -1.016602
-0.06835938, -0.05175781, -1.016602
-0.1708984, -0.07666016, -1.008789
-0.1708984, -0.07666016, -1.008789
-0.1708984, -0.07666016, -1.008789
-0.1708984, -0.07666016, -1.008789
-0.01074219, 0.01171875, -1.050293
-0.01074219, 0.01171875, -1.050293
-0.01074219, 0.01171875, -1.050293
0.05371094, -0.06445313, -1.074219
0.05371094, -0.06445313, -1.074219
0.05371094, -0.06445313, -1.074219
0.01904297, -0.03369141, -1.061523
0.01904297, -0.03369141, -1.061523
0.01904297, -0.03369141, -1.061523
0.01904297, -0.03369141, -1.061523
-0.2207031, 0.0600586, -1.012695
-0.2207031, 0.0600586, -1.012695
-0.2207031, 0.0600586, -1.012695
-0.2207031, 0.0600586, -1.012695
-0.2172852, 0.1079102, -1.005371
-0.2172852, 0.1079102, -1.005371
-0.2172852, 0.1079102, -1.005371
-0.2373047, 0.07714844, -1.419434
-0.2373047, 0.07714844, -1.419434
-0.2373047, 0.07714844, -1.419434
-0.2373047, 0.07714844, -1.419434
-0.3466797, -0.0600586, -1.031738
-0.3466797, -0.0600586, -1.031738
-0.3466797, -0.0600586, -1.031738
-0.3466797, -0.0600586, -1.031738
-0.3466797, -0.0600586, -1.031738
-0.2607422, -0.05566406, -0.9741211
-0.2607422, -0.05566406, -0.9741211
-0.2607422, -0.05566406, -0.9741211
-0.2607422, -0.05566406, -0.9741211
-0.1625977, -0.1411133, -0.8852539
-0.1625977, -0.1411133, -0.8852539
-0.1625977, -0.1411133, -0.8852539
-0.01904297, -0.402832, -0.5205078
-0.01904297, -0.402832, -0.5205078
-0.01904297, -0.402832, -0.5205078
-0.01904297, -0.402832, -0.5205078
-0.01904297, -0.402832, -0.5205078
-0.07617188, -0.2978516, -0.5942383
-0.07617188, -0.2978516, -0.5942383
-0.07617188, -0.2978516, -0.5942383
-0.07617188, -0.2978516, -0.5942383
-0.07958984, -0.2983398, -0.6030273
-0.07958984, -0.2983398, -0.6030273
-0.07958984, -0.2983398, -0.6030273
-0.07958984, -0.2983398, -0.6030273
-0.002929688, -0.3720703, -0.8574219
-0.002929688, -0.3720703, -0.8574219
-0.002929688, -0.3720703, -0.8574219
0.07666016, -0.4946289, -0.878418
0.07666016, -0.4946289, -0.878418
0.07666016, -0.4946289, -0.878418
0.07666016, -0.4946289, -0.878418
0.07666016, -0.4946289, -0.878418
0.07666016, -0.4946289, -0.878418
0.07666016, -0.4946289, -0.878418
0.07666016, -0.4946289, -0.878418
0.03076172, -0.3974609, -1.045898
0.03076172, -0.3974609, -1.045898
0.03076172, -0.3974609, -1.045898
0.03076172, -0.3974609, -1.045898
-0.08300781, -0.4189453, -0.8950195
-0.08300781, -0.4189453, -0.8950195
-0.08300781, -0.4189453, -0.8950195
-0.08300781, -0.4189453, -0.8950195
-0.08300781, -0.4189453, -0.8950195
0.02880859, -0.4467773, -0.8833008
0.02880859, -0.4467773, -0.8833008
0.02880859, -0.4467773, -0.8833008
0.1513672, -0.456543, -0.9414062
0.1513672, -0.456543, -0.9414062
0.1513672, -0.456543, -0.9414062
0.2304688, -0.4584961, -0.4296875
0.2304688, -0.4584961, -0.4296875
0.2304688, -0.4584961, -0.4296875
0.2304688, -0.4584961, -0.4296875
0.2304688, -0.4584961, -0.4296875
0.2304688, -0.4584961, -0.4296875
0.2304688, -0.4584961, -0.4296875
0.2304688, -0.4584961, -0.4296875
0.2304688, -0.4584961, -0.4296875
0.05273437, -0.4428711, -0.8461913
0.05273437, -0.4428711, -0.8461913
