Attitude-X, Attitude-Y, Attitude-Z
-0.02929687, -0.9858398, -0.08984375
-0.02929687, -0.9858398, -0.08984375
-0.02929687, -0.9858398, -0.08984375
-0.01660156, -0.9702148, -0.0703125
-0.01660156, -0.9702148, -0.0703125
-0.01660156, -0.9702148, -0.0703125
-0.01660156, -0.9702148, -0.0703125
0.06787109, -1.006836, -0.1601563
0.06787109, -1.006836, -0.1601563
0.06787109, -1.006836, -0.1601563
0.06787109, -1.006836, -0.1601563
0.01074219, -0.9770508, -0.06201172
0.01074219, -0.9770508, -0.06201172
0.01074219, -0.9770508, -0.06201172
0.01074219, -0.9770508, -0.06201172
0.01318359, -0.9838867, -0.01806641
0.01318359, -0.9838867, -0.01806641
0.01318359, -0.9838867, -0.01806641
0.01318359, -0.9838867, -0.01806641
0.01318359, -0.9838867, -0.01806641
0.03125, -1, -0.03466797
0.03125, -1, -0.03466797
0.03125, -1, -0.03466797
-0.004394531, -0.9931641, -0.04345703
-0.004394531, -0.9931641, -0.04345703
-0.004394531, -0.9931641, -0.04345703
-0.03076172, -0.9536133, -0.08642578
-0.03076172, -0.9536133, -0.08642578
-0.03076172, -0.9536133, -0.08642578
0.008300781, -0.9472656, -0.03173828
0.008300781, -0.9472656, -0.03173828
0.008300781, -0.9472656, -0.03173828
0.008300781, -0.9472656, -0.03173828
0.09863281, -0.9199219, 0.02001953
0.09863281, -0.9199219, 0.02001953
0.09863281, -0.9199219, 0.02001953
0.01220703, -0.9169922, -0.07568359
0.01220703, -0.9169922, -0.07568359
0.01220703, -0.9169922, -0.07568359
0.01220703, -0.9169922, -0.07568359
0.01220703, -0.9169922, -0.07568359
-0.05664063, -0.8637695, -0.184082
-0.05664063, -0.8637695, -0.184082
-0.05664063, -0.8637695, -0.184082
0.06689453, -0.7905273, -0.09130859
0.06689453, -0.7905273, -0.09130859
0.06689453, -0.7905273, -0.09130859
0.09619141, -0.6655273, 0.03320313
0.09619141, -0.6655273, 0.03320313
0.09619141, -0.6655273, 0.03320313
0.09619141, -0.6655273, 0.03320313
0.00390625, -0.5366211, -0.1054687
0.00390625, -0.5366211, -0.1054687
0.00390625, -0.5366211, -0.1054687
0.00390625, -0.5366211, -0.1054687
-0.009277344, -0.1806641, 0.1655273
-0.009277344, -0.1806641, 0.1655273
-0.009277344, -0.1806641, 0.1655273
-0.009277344, -0.1806641, 0.1655273
0.01855469, 0.340332, 0.3061523
0.01855469, 0.340332, 0.3061523
0.01855469, 0.340332, 0.3061523
0.06494141, 0.7426758, 0.4741211
0.06494141, 0.7426758, 0.4741211
0.06494141, 0.7426758, 0.4741211
0.06494141, 0.7426758, 0.4741211
0.06494141, 0.7426758, 0.4741211
0.5336914, 1.546387, -0.5180664
0.5336914, 1.546387, -0.5180664
0.5336914, 1.546387, -0.5180664
0.5336914, 1.546387, -0.5180664
-0.1005859, 0.04443359, 0.1982422
-0.1005859, 0.04443359, 0.1982422
-0.1005859, 0.04443359, 0.1982422
-0.1005859, 0.04443359, 0.1982422
0.015625, -0.01269531, 0.3583984
0.015625, -0.01269531, 0.3583984
0.015625, -0.01269531, 0.3583984
0.371582, 0.03955078, -1.584961
0.371582, 0.03955078, -1.584961
0.371582, 0.03955078, -1.584961
0.371582, 0.03955078, -1.584961
0.371582, 0.03955078, -1.584961
0.1958008, 0.2402344, -2.415039
0.1958008, 0.2402344, -2.415039
0.1958008, 0.2402344, -2.415039
0.1958008, 0.2402344, -2.415039
0.1259766, -0.08154297, -1.377441
0.1259766, -0.08154297, -1.377441
0.1259766, -0.08154297, -1.377441
-0.007324218, 0.07568359, -1.294922
-0.007324218, 0.07568359, -1.294922
-0.007324218, 0.07568359, -1.294922
-0.007324218, 0.07568359, -1.294922
0.06494141, -0.02490234, -1.09375
0.06494141, -0.02490234, -1.09375
0.06494141, -0.02490234, -1.09375
0.06494141, -0.02490234, -1.09375
0.06494141, -0.02490234, -1.09375
0.06494141, -0.02490234, -1.09375
0.04492188, -0.03222656, -1.007813
0.04492188, -0.03222656, -1.007813
0.05859375, -0.03466797, -1.045898
0.05859375, -0.03466797, -1.045898
0.05859375, -0.03466797, -1.045898
0.05615234, -0.03466797, -0.9589844
0.05615234, -0.03466797, -0.9589844
0.05615234, -0.03466797, -0.9589844
0.05615234, -0.03466797, -0.9589844
0.05615234, -0.03466797, -0.9589844
0.05615234, -0.03466797, -0.9589844
0.05322266, -0.03125, -0.9960938
0.05322266, -0.03125, -0.9960938
0.06054688, -0.03369141, -0.9921875
0.06054688, -0.03369141, -0.9921875
0.06054688, -0.03369141, -0.9921875
0.06201172, -0.03173828, -1.003418
0.06201172, -0.03173828, -1.003418
0.06201172, -0.03173828, -1.003418
0.06201172, -0.03173828, -1.003418
0.06201172, -0.03173828, -1.003418
0.0625, -0.03271484, -1.005859
0.0625, -0.03271484, -1.005859
0.0625, -0.03271484, -1.005859
0.05859375, -0.03662109, -0.9926758
0.05859375, -0.03662109, -0.9926758
0.05859375, -0.03662109, -0.9926758
0.05859375, -0.03662109, -0.9926758
0.0600586, -0.03662109, -0.9882813
0.0600586, -0.03662109, -0.9882813
0.0600586, -0.03662109, -0.9882813
0.0600586, -0.03662109, -0.9882813
0.0600586, -0.03320313, -1.001465
0.0600586, -0.03320313, -1.001465
0.0600586, -0.03320313, -1.001465
0.0600586, -0.03320313, -1.001465
0.06542969, -0.04150391, -0.9516602
0.06542969, -0.04150391, -0.9516602
0.06542969, -0.04150391, -0.9516602
0.06542969, -0.04150391, -0.9516602
0.05517578, -0.0390625, -1.002441
0.05517578, -0.0390625, -1.002441
0.05517578, -0.0390625, -1.002441
0.05517578, -0.0390625, -1.002441
0.05517578, -0.0390625, -1.002441
0.06201172, -0.02783203, -1.003906
0.06201172, -0.02783203, -1.003906
0.0600586, -0.03613281, -0.9960938
0.0600586, -0.03613281, -0.9960938
0.0600586, -0.03613281, -0.9960938
0.0600586, -0.03613281, -0.9960938
0.0600586, -0.03613281, -0.9960938
0.0600586, -0.03613281, -0.9960938
0.06835938, -0.04248047, -0.9980469
0.06835938, -0.04248047, -0.9980469
0.06494141, -0.03515625, -0.9833984
0.06494141, -0.03515625, -0.9833984
0.06494141, -0.03515625, -0.9833984
0.05712891, -0.03027344, -1
0.05712891, -0.03027344, -1
0.05712891, -0.03027344, -1
0.05712891, -0.03027344, -1
0.05712891, -0.03027344, -1
0.06103516, -0.03466797, -0.9863281
0.06103516, -0.03466797, -0.9863281
0.06103516, -0.03466797, -0.9863281
0.06054688, -0.04052734, -0.9936523
0.06054688, -0.04052734, -0.9936523
0.06054688, -0.04052734, -0.9936523
0.05078125, -0.04638672, -0.7866211
0.05078125, -0.04638672, -0.7866211
0.05078125, -0.04638672, -0.7866211
0.05078125, -0.04638672, -0.7866211
0.07666016, -0.03027344, -0.9467773
0.07666016, -0.03027344, -0.9467773
0.07666016, -0.03027344, -0.9467773
0.07666016, -0.03027344, -0.9467773
