Attitude-X, Attitude-Y, Attitude-Z
0.01123047, -0.9755859, -0.121582
0.01123047, -0.9755859, -0.121582
0.01123047, -0.9755859, -0.121582
0.01123047, -0.9755859, -0.121582
0.03369141, -0.9980469, -0.2597656
0.03369141, -0.9980469, -0.2597656
0.03369141, -0.9980469, -0.2597656
0.03369141, -0.9980469, -0.2597656
0.03369141, -0.9980469, -0.2597656
0.02246094, -1.006348, -0.140625
0.02246094, -1.006348, -0.140625
-0.05322266, -0.9619141, -0.004394531
-0.05322266, -0.9619141, -0.004394531
-0.05322266, -0.9619141, -0.004394531
-0.03955078, -0.965332, -0.1308594
-0.03955078, -0.965332, -0.1308594
-0.03955078, -0.965332, -0.1308594
-0.03955078, -0.965332, -0.1308594
-0.03955078, -0.965332, -0.1308594
-0.01416016, -0.9760742, -0.08447266
-0.01416016, -0.9760742, -0.08447266
-0.01416016, -0.9760742, -0.08447266
0.08496094, -1, -0.08789063
0.08496094, -1, -0.08789063
0.08496094, -1, -0.08789063
0.08496094, -1, -0.08789063
0.04541016, -0.9301757, -0.08984375
0.04541016, -0.9301757, -0.08984375
0.04541016, -0.9301757, -0.08984375
0.04541016, -0.9301757, -0.08984375
0.0859375, -0.9770508, 0.02783203
0.0859375, -0.9770508, 0.02783203
0.0859375, -0.9770508, 0.02783203
0.0859375, -0.9770508, 0.02783203
0.0859375, -0.9770508, 0.02783203
0.0859375, -0.9770508, 0.02783203
0.1489258, -0.927246, -0.002441406
0.1489258, -0.927246, -0.002441406
0.1010742, -0.8852539, -0.01025391
0.1010742, -0.8852539, -0.01025391
0.1010742, -0.8852539, -0.01025391
0.1010742, -0.8852539, -0.01025391
0.1245117, -0.7905273, 0.1186523
0.1245117, -0.7905273, 0.1186523
0.1245117, -0.7905273, 0.1186523
0.1245117, -0.7905273, 0.1186523
0.1245117, -0.7905273, 0.1186523
-0.1181641, -0.7416992, 0.1552734
-0.1181641, -0.7416992, 0.1552734
-0.1181641, -0.7416992, 0.1552734
-0.1181641, -0.7416992, 0.1552734
-0.03662109, -0.2705078, 0.1811523
-0.03662109, -0.2705078, 0.1811523
-0.03662109, -0.2705078, 0.1811523
-0.02441406, 0.1518555, 0.3037109
-0.02441406, 0.1518555, 0.3037109
-0.02441406, 0.1518555, 0.3037109
-0.02441406, 0.1518555, 0.3037109
-0.0009765625, 0.5551758, 0.2851563
-0.0009765625, 0.5551758, 0.2851563
-0.0009765625, 0.5551758, 0.2851563
-0.0009765625, 0.5551758, 0.2851563
-0.0009765625, 0.5551758, 0.2851563
0.1621094, 0.9130859, 0.8041992
0.1621094, 0.9130859, 0.8041992
0.1621094, 0.9130859, 0.8041992
-0.09765625, 0.07617188, 0.1328125
-0.09765625, 0.07617188, 0.1328125
-0.09765625, 0.07617188, 0.1328125
-0.05224609, 0.07226563, 0.3808594
-0.05224609, 0.07226563, 0.3808594
-0.05224609, 0.07226563, 0.3808594
-0.05224609, 0.07226563, 0.3808594
-0.05224609, 0.07226563, 0.3808594
-0.05224609, 0.07226563, 0.3808594
0.05517578, 0.01318359, 0.4086914
0.05517578, 0.01318359, 0.4086914
0.4296875, 0.2485352, -3.720703
0.4296875, 0.2485352, -3.720703
0.4296875, 0.2485352, -3.720703
0.4296875, 0.2485352, -3.720703
-0.1401367, 0.0859375, -0.5141602
-0.1401367, 0.0859375, -0.5141602
-0.1401367, 0.0859375, -0.5141602
-0.1401367, 0.0859375, -0.5141602
-0.1401367, 0.0859375, -0.5141602
0.1586914, -0.1982422, -0.9760742
